,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
5636,2017,74.898,SP.DYN.LE00.IN,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
5637,2018,75.088,SP.DYN.LE00.IN,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
5638,2019,75.27,SP.DYN.LE00.IN,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
5639,2015,84.2780487805,SP.DYN.LE00.IN,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
5640,2016,84.2268292683,SP.DYN.LE00.IN,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
5641,2017,84.6804878049,SP.DYN.LE00.IN,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
5642,2018,84.9341463415,SP.DYN.LE00.IN,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
5643,2019,85.0780487805,SP.DYN.LE00.IN,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
5644,2015,75.5682926829,SP.DYN.LE00.IN,HUN,Hungary,Europe & Central Asia,High income,Not classified
5645,2016,76.0634146341,SP.DYN.LE00.IN,HUN,Hungary,Europe & Central Asia,High income,Not classified
5646,2017,75.8170731707,SP.DYN.LE00.IN,HUN,Hungary,Europe & Central Asia,High income,Not classified
5647,2018,76.0658536585,SP.DYN.LE00.IN,HUN,Hungary,Europe & Central Asia,High income,Not classified
5648,2019,76.0219512195,SP.DYN.LE00.IN,HUN,Hungary,Europe & Central Asia,High income,Not classified
5649,2015,82.4682926829,SP.DYN.LE00.IN,ISL,Iceland,Europe & Central Asia,High income,Not classified
5650,2016,82.2048780488,SP.DYN.LE00.IN,ISL,Iceland,Europe & Central Asia,High income,Not classified
5651,2017,82.6609756098,SP.DYN.LE00.IN,ISL,Iceland,Europe & Central Asia,High income,Not classified
5652,2018,82.8609756098,SP.DYN.LE00.IN,ISL,Iceland,Europe & Central Asia,High income,Not classified
5653,2019,82.5609756098,SP.DYN.LE00.IN,ISL,Iceland,Europe & Central Asia,High income,Not classified
5654,2015,68.607,SP.DYN.LE00.IN,IND,India,South Asia,Lower middle income,IBRD
5655,2016,68.897,SP.DYN.LE00.IN,IND,India,South Asia,Lower middle income,IBRD
5656,2017,69.165,SP.DYN.LE00.IN,IND,India,South Asia,Lower middle income,IBRD
5657,2018,69.416,SP.DYN.LE00.IN,IND,India,South Asia,Lower middle income,IBRD
5658,2019,69.656,SP.DYN.LE00.IN,IND,India,South Asia,Lower middle income,IBRD
5659,2015,70.768,SP.DYN.LE00.IN,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
5660,2016,71.035,SP.DYN.LE00.IN,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
5661,2017,71.282,SP.DYN.LE00.IN,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
5662,2018,71.509,SP.DYN.LE00.IN,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
5663,2019,71.716,SP.DYN.LE00.IN,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
5664,2015,75.796,SP.DYN.LE00.IN,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
5665,2016,76.047,SP.DYN.LE00.IN,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
5666,2017,76.271,SP.DYN.LE00.IN,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
5667,2018,76.479,SP.DYN.LE00.IN,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
5668,2019,76.677,SP.DYN.LE00.IN,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
5669,2015,69.929,SP.DYN.LE00.IN,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
5670,2016,70.122,SP.DYN.LE00.IN,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
5671,2017,70.294,SP.DYN.LE00.IN,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
5672,2018,70.454,SP.DYN.LE00.IN,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
5673,2019,70.604,SP.DYN.LE00.IN,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
5674,2015,81.4536585366,SP.DYN.LE00.IN,IRL,Ireland,Europe & Central Asia,High income,Not classified
5675,2016,81.6536585366,SP.DYN.LE00.IN,IRL,Ireland,Europe & Central Asia,High income,Not classified
5676,2017,82.156097561,SP.DYN.LE00.IN,IRL,Ireland,Europe & Central Asia,High income,Not classified
5677,2018,82.256097561,SP.DYN.LE00.IN,IRL,Ireland,Europe & Central Asia,High income,Not classified
5678,2019,82.3024390244,SP.DYN.LE00.IN,IRL,Ireland,Europe & Central Asia,High income,Not classified
5679,2015,82.0512195122,SP.DYN.LE00.IN,ISR,Israel,Middle East & North Africa,High income,Not classified
5680,2016,82.4073170732,SP.DYN.LE00.IN,ISR,Israel,Middle East & North Africa,High income,Not classified
5681,2017,82.5512195122,SP.DYN.LE00.IN,ISR,Israel,Middle East & North Africa,High income,Not classified
5682,2018,82.8024390244,SP.DYN.LE00.IN,ISR,Israel,Middle East & North Africa,High income,Not classified
5683,2019,82.8048780488,SP.DYN.LE00.IN,ISR,Israel,Middle East & North Africa,High income,Not classified
5684,2015,82.543902439,SP.DYN.LE00.IN,ITA,Italy,Europe & Central Asia,High income,Not classified
5685,2016,83.243902439,SP.DYN.LE00.IN,ITA,Italy,Europe & Central Asia,High income,Not classified
5686,2017,82.9463414634,SP.DYN.LE00.IN,ITA,Italy,Europe & Central Asia,High income,Not classified
5687,2018,83.3463414634,SP.DYN.LE00.IN,ITA,Italy,Europe & Central Asia,High income,Not classified
5688,2019,83.1975609756,SP.DYN.LE00.IN,ITA,Italy,Europe & Central Asia,High income,Not classified
5689,2015,74.098,SP.DYN.LE00.IN,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
5690,2016,74.175,SP.DYN.LE00.IN,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
5691,2017,74.267,SP.DYN.LE00.IN,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
5692,2018,74.368,SP.DYN.LE00.IN,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
5693,2019,74.475,SP.DYN.LE00.IN,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
5694,2015,83.793902439,SP.DYN.LE00.IN,JPN,Japan,East Asia & Pacific,High income,Not classified
5695,2016,83.9848780488,SP.DYN.LE00.IN,JPN,Japan,East Asia & Pacific,High income,Not classified
5696,2017,84.0997560976,SP.DYN.LE00.IN,JPN,Japan,East Asia & Pacific,High income,Not classified
5697,2018,84.2109756098,SP.DYN.LE00.IN,JPN,Japan,East Asia & Pacific,High income,Not classified
5698,2019,84.3563414634,SP.DYN.LE00.IN,JPN,Japan,East Asia & Pacific,High income,Not classified
5699,2015,74.078,SP.DYN.LE00.IN,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
5700,2016,74.184,SP.DYN.LE00.IN,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
5701,2017,74.292,SP.DYN.LE00.IN,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
5702,2018,74.405,SP.DYN.LE00.IN,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
5703,2019,74.526,SP.DYN.LE00.IN,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
5704,2015,71.97,SP.DYN.LE00.IN,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
5705,2016,72.41,SP.DYN.LE00.IN,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
5706,2017,72.95,SP.DYN.LE00.IN,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
5707,2018,73.15,SP.DYN.LE00.IN,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
5708,2019,73.18,SP.DYN.LE00.IN,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
5709,2015,64.798,SP.DYN.LE00.IN,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
5710,2016,65.393,SP.DYN.LE00.IN,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
5711,2017,65.909,SP.DYN.LE00.IN,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
5712,2018,66.342,SP.DYN.LE00.IN,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
5713,2019,66.699,SP.DYN.LE00.IN,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
5714,2015,67.291,SP.DYN.LE00.IN,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
5715,2016,67.577,SP.DYN.LE00.IN,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
5716,2017,67.851,SP.DYN.LE00.IN,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
5717,2018,68.116,SP.DYN.LE00.IN,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
5718,2019,68.369,SP.DYN.LE00.IN,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
5719,2015,71.481,SP.DYN.LE00.IN,PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,Not classified
5720,2016,71.711,SP.DYN.LE00.IN,PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,Not classified
5721,2017,71.91,SP.DYN.LE00.IN,PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,Not classified
5722,2018,72.095,SP.DYN.LE00.IN,PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,Not classified
5723,2019,72.274,SP.DYN.LE00.IN,PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,Not classified
5724,2015,82.0243902439,SP.DYN.LE00.IN,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
5725,2016,82.2756097561,SP.DYN.LE00.IN,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
5726,2017,82.6268292683,SP.DYN.LE00.IN,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
5727,2018,82.6268292683,SP.DYN.LE00.IN,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
5728,2019,83.2268292683,SP.DYN.LE00.IN,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
5729,2015,71.4951219512,SP.DYN.LE00.IN,XKX,Kosovo,Europe & Central Asia,Upper middle income,IDA
5730,2016,71.743902439,SP.DYN.LE00.IN,XKX,Kosovo,Europe & Central Asia,Upper middle income,IDA
5731,2017,71.9951219512,SP.DYN.LE00.IN,XKX,Kosovo,Europe & Central Asia,Upper middle income,IDA
5732,2018,72.243902439,SP.DYN.LE00.IN,XKX,Kosovo,Europe & Central Asia,Upper middle income,IDA
5733,2019,72.4951219512,SP.DYN.LE00.IN,XKX,Kosovo,Europe & Central Asia,Upper middle income,IDA
5734,2015,75.13,SP.DYN.LE00.IN,KWT,Kuwait,Middle East & North Africa,High income,Not classified
5735,2016,75.224,SP.DYN.LE00.IN,KWT,Kuwait,Middle East & North Africa,High income,Not classified
5736,2017,75.311,SP.DYN.LE00.IN,KWT,Kuwait,Middle East & North Africa,High income,Not classified
5737,2018,75.398,SP.DYN.LE00.IN,KWT,Kuwait,Middle East & North Africa,High income,Not classified
5738,2019,75.489,SP.DYN.LE00.IN,KWT,Kuwait,Middle East & North Africa,High income,Not classified
5739,2015,70.6512195122,SP.DYN.LE00.IN,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
5740,2016,70.9512195122,SP.DYN.LE00.IN,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
5741,2017,71.2,SP.DYN.LE00.IN,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
5742,2018,71.4,SP.DYN.LE00.IN,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
5743,2019,71.6,SP.DYN.LE00.IN,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
5744,2015,66.546,SP.DYN.LE00.IN,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
5745,2016,66.924,SP.DYN.LE00.IN,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
5746,2017,67.277,SP.DYN.LE00.IN,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
5747,2018,67.61,SP.DYN.LE00.IN,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
5748,2019,67.923,SP.DYN.LE00.IN,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
5749,2015,74.4804878049,SP.DYN.LE00.IN,LVA,Latvia,Europe & Central Asia,High income,Not classified
5750,2016,74.5804878049,SP.DYN.LE00.IN,LVA,Latvia,Europe & Central Asia,High income,Not classified
5751,2017,74.6292682927,SP.DYN.LE00.IN,LVA,Latvia,Europe & Central Asia,High income,Not classified
5752,2018,74.7829268293,SP.DYN.LE00.IN,LVA,Latvia,Europe & Central Asia,High income,Not classified
5753,2019,75.2390243902,SP.DYN.LE00.IN,LVA,Latvia,Europe & Central Asia,High income,Not classified
5754,2015,78.768,SP.DYN.LE00.IN,LBN,Lebanon,Middle East & North Africa,Upper middle income,IBRD
5755,2016,78.8,SP.DYN.LE00.IN,LBN,Lebanon,Middle East & North Africa,Upper middle income,IBRD
5756,2017,78.833,SP.DYN.LE00.IN,LBN,Lebanon,Middle East & North Africa,Upper middle income,IBRD
5757,2018,78.875,SP.DYN.LE00.IN,LBN,Lebanon,Middle East & North Africa,Upper middle income,IBRD
5758,2019,78.93,SP.DYN.LE00.IN,LBN,Lebanon,Middle East & North Africa,Upper middle income,IBRD
5759,2015,51.038,SP.DYN.LE00.IN,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
5760,2016,52.059,SP.DYN.LE00.IN,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
5761,2017,52.947,SP.DYN.LE00.IN,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
5762,2018,53.705,SP.DYN.LE00.IN,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
5763,2019,54.331,SP.DYN.LE00.IN,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
5764,2015,62.269,SP.DYN.LE00.IN,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
5765,2016,62.802,SP.DYN.LE00.IN,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
5766,2017,63.295,SP.DYN.LE00.IN,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
5767,2018,63.73,SP.DYN.LE00.IN,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
5768,2019,64.104,SP.DYN.LE00.IN,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
5769,2015,72.121,SP.DYN.LE00.IN,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
5770,2016,72.311,SP.DYN.LE00.IN,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
5771,2017,72.52,SP.DYN.LE00.IN,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
5772,2018,72.724,SP.DYN.LE00.IN,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
5773,2019,72.913,SP.DYN.LE00.IN,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
5774,2015,82.656097561,SP.DYN.LE00.IN,LIE,Liechtenstein,Europe & Central Asia,High income,Not classified
5775,2016,82.2585365854,SP.DYN.LE00.IN,LIE,Liechtenstein,Europe & Central Asia,High income,Not classified
5776,2017,83.7463414634,SP.DYN.LE00.IN,LIE,Liechtenstein,Europe & Central Asia,High income,Not classified
5777,2018,83.0414634146,SP.DYN.LE00.IN,LIE,Liechtenstein,Europe & Central Asia,High income,Not classified
5778,2019,83.0414634146,SP.DYN.LE00.IN,LIE,Liechtenstein,Europe & Central Asia,High income,Not classified
5779,2015,74.3219512195,SP.DYN.LE00.IN,LTU,Lithuania,Europe & Central Asia,High income,Not classified
5780,2016,74.6707317073,SP.DYN.LE00.IN,LTU,Lithuania,Europe & Central Asia,High income,Not classified
5781,2017,75.4804878049,SP.DYN.LE00.IN,LTU,Lithuania,Europe & Central Asia,High income,Not classified
5782,2018,75.6804878049,SP.DYN.LE00.IN,LTU,Lithuania,Europe & Central Asia,High income,Not classified
5783,2019,76.1341463415,SP.DYN.LE00.IN,LTU,Lithuania,Europe & Central Asia,High income,Not classified
5784,2015,82.2926829268,SP.DYN.LE00.IN,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
5785,2016,82.6853658537,SP.DYN.LE00.IN,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
5786,2017,82.0951219512,SP.DYN.LE00.IN,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
5787,2018,82.2951219512,SP.DYN.LE00.IN,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
5788,2019,82.4463414634,SP.DYN.LE00.IN,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
5789,2015,83.707,SP.DYN.LE00.IN,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
5790,2016,83.854,SP.DYN.LE00.IN,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
5791,2017,83.989,SP.DYN.LE00.IN,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
5792,2018,84.118,SP.DYN.LE00.IN,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
5793,2019,84.244,SP.DYN.LE00.IN,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
5794,2015,65.539,SP.DYN.LE00.IN,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
5795,2016,65.931,SP.DYN.LE00.IN,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
5796,2017,66.311,SP.DYN.LE00.IN,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
5797,2018,66.681,SP.DYN.LE00.IN,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
5798,2019,67.041,SP.DYN.LE00.IN,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
5799,2015,61.953,SP.DYN.LE00.IN,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
5800,2016,62.681,SP.DYN.LE00.IN,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
5801,2017,63.279,SP.DYN.LE00.IN,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
5802,2018,63.798,SP.DYN.LE00.IN,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
5803,2019,64.263,SP.DYN.LE00.IN,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
5804,2015,75.461,SP.DYN.LE00.IN,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
5805,2016,75.649,SP.DYN.LE00.IN,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
5806,2017,75.828,SP.DYN.LE00.IN,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
5807,2018,75.997,SP.DYN.LE00.IN,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
5808,2019,76.156,SP.DYN.LE00.IN,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
5809,2015,77.691,SP.DYN.LE00.IN,MDV,Maldives,South Asia,Upper middle income,IDA
5810,2016,78.013,SP.DYN.LE00.IN,MDV,Maldives,South Asia,Upper middle income,IDA
5811,2017,78.325,SP.DYN.LE00.IN,MDV,Maldives,South Asia,Upper middle income,IDA
5812,2018,78.627,SP.DYN.LE00.IN,MDV,Maldives,South Asia,Upper middle income,IDA
5813,2019,78.921,SP.DYN.LE00.IN,MDV,Maldives,South Asia,Upper middle income,IDA
5814,2015,57.509,SP.DYN.LE00.IN,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
5815,2016,57.987,SP.DYN.LE00.IN,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
5816,2017,58.452,SP.DYN.LE00.IN,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
5817,2018,58.893,SP.DYN.LE00.IN,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
5818,2019,59.306,SP.DYN.LE00.IN,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
5819,2015,81.8975609756,SP.DYN.LE00.IN,MLT,Malta,Middle East & North Africa,High income,Not classified
5820,2016,82.4536585366,SP.DYN.LE00.IN,MLT,Malta,Middle East & North Africa,High income,Not classified
5821,2017,82.3463414634,SP.DYN.LE00.IN,MLT,Malta,Middle East & North Africa,High income,Not classified
5822,2018,82.4487804878,SP.DYN.LE00.IN,MLT,Malta,Middle East & North Africa,High income,Not classified
5823,2019,82.6,SP.DYN.LE00.IN,MLT,Malta,Middle East & North Africa,High income,Not classified
5824,2015,63.936,SP.DYN.LE00.IN,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
5825,2016,64.208,SP.DYN.LE00.IN,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
5826,2017,64.464,SP.DYN.LE00.IN,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
5827,2018,64.704,SP.DYN.LE00.IN,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
5828,2019,64.925,SP.DYN.LE00.IN,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
5829,2015,74.3531707317,SP.DYN.LE00.IN,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
5830,2016,74.3948780488,SP.DYN.LE00.IN,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
5831,2017,74.5146341463,SP.DYN.LE00.IN,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
5832,2018,74.4163414634,SP.DYN.LE00.IN,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
5833,2019,74.2358536585,SP.DYN.LE00.IN,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
5834,2015,74.904,SP.DYN.LE00.IN,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
5835,2016,74.917,SP.DYN.LE00.IN,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
5836,2017,74.947,SP.DYN.LE00.IN,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
5837,2018,74.992,SP.DYN.LE00.IN,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
5838,2019,75.054,SP.DYN.LE00.IN,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
5839,2015,67.315,SP.DYN.LE00.IN,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
5840,2016,67.471,SP.DYN.LE00.IN,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
5841,2017,67.618,SP.DYN.LE00.IN,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
5842,2018,67.755,SP.DYN.LE00.IN,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
5843,2019,67.883,SP.DYN.LE00.IN,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
5844,2015,71.478,SP.DYN.LE00.IN,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
5845,2016,71.617,SP.DYN.LE00.IN,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
5846,2017,71.717,SP.DYN.LE00.IN,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
5847,2018,71.808,SP.DYN.LE00.IN,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
5848,2019,71.901,SP.DYN.LE00.IN,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
5849,2015,69.111,SP.DYN.LE00.IN,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
5850,2016,69.321,SP.DYN.LE00.IN,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
5851,2017,69.509,SP.DYN.LE00.IN,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
5852,2018,69.689,SP.DYN.LE00.IN,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
5853,2019,69.87,SP.DYN.LE00.IN,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
5854,2015,76.452,SP.DYN.LE00.IN,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
5855,2016,76.568,SP.DYN.LE00.IN,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
5856,2017,76.667,SP.DYN.LE00.IN,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
5857,2018,76.77,SP.DYN.LE00.IN,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
5858,2019,76.884,SP.DYN.LE00.IN,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
5859,2015,75.726,SP.DYN.LE00.IN,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
5860,2016,75.974,SP.DYN.LE00.IN,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
5861,2017,76.218,SP.DYN.LE00.IN,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
5862,2018,76.453,SP.DYN.LE00.IN,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
5863,2019,76.68,SP.DYN.LE00.IN,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
5864,2015,57.206,SP.DYN.LE00.IN,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
5865,2016,58.309,SP.DYN.LE00.IN,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
5866,2017,59.309,SP.DYN.LE00.IN,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
5867,2018,60.163,SP.DYN.LE00.IN,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
5868,2019,60.854,SP.DYN.LE00.IN,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
5869,2015,65.81,SP.DYN.LE00.IN,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
5870,2016,66.205,SP.DYN.LE00.IN,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
5871,2017,66.558,SP.DYN.LE00.IN,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
5872,2018,66.867,SP.DYN.LE00.IN,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
5873,2019,67.134,SP.DYN.LE00.IN,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
5874,2015,62.119,SP.DYN.LE00.IN,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
5875,2016,62.625,SP.DYN.LE00.IN,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
5876,2017,63.021,SP.DYN.LE00.IN,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
5877,2018,63.373,SP.DYN.LE00.IN,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
5878,2019,63.708,SP.DYN.LE00.IN,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
5879,2015,69.515,SP.DYN.LE00.IN,NPL,Nepal,South Asia,Lower middle income,IDA
5880,2016,69.848,SP.DYN.LE00.IN,NPL,Nepal,South Asia,Lower middle income,IDA
5881,2017,70.169,SP.DYN.LE00.IN,NPL,Nepal,South Asia,Lower middle income,IDA
5882,2018,70.478,SP.DYN.LE00.IN,NPL,Nepal,South Asia,Lower middle income,IDA
5883,2019,70.778,SP.DYN.LE00.IN,NPL,Nepal,South Asia,Lower middle income,IDA
5884,2015,81.5097560976,SP.DYN.LE00.IN,NLD,Netherlands,Europe & Central Asia,High income,Not classified
